date,product,region,revenue,leads,conversions
2025-05-18,Product D,South,12376,211,30
2025-05-18,Product D,East,11704,155,23
2025-05-18,Product D,West,7235,135,25
2025-05-18,Product D,Central,8497,317,47
2025-05-18,Product E,North,10366,379,48
2025-05-18,Product E,South,4775,164,18
2025-05-18,Product E,East,5305,357,41
2025-05-18,Product E,West,3048,304,37
2025-05-18,Product E,Central,2656,198,24
2025-05-25,Product A,North,15936,249,88
2025-05-25,Product A,South,24189,225,84
2025-05-25,Product A,East,23560,165,61
2025-05-25,Product A,West,21467,265,82
2025-05-25,Product A,Central,18932,305,90
2025-05-25,Product B,North,10769,109,32
2025-05-25,Product B,South,17241,392,93
2025-05-25,Product B,East,12016,414,136
2025-05-25,Product B,West,13408,240,60
2025-05-25,Product B,Central,12932,474,138
2025-05-25,Product C,North,11233,452,86
2025-05-25,Product C,South,14752,225,41
2025-05-25,Product C,East,11981,181,46
2025-05-25,Product C,West,8991,342,71
2025-05-25,Product C,Central,10387,302,71
2025-05-25,Product D,North,7555,184,33
2025-05-25,Product D,South,5599,270,45
2025-05-25,Product D,East,9009,190,35
2025-05-25,Product D,West,10724,496,96
2025-05-25,Product D,Central,6842,392,67
2025-05-25,Product E,North,4813,283,40
2025-05-25,Product E,South,4700,295,35
2025-05-25,Product E,East,7965,229,22
2025-05-25,Product E,West,6923,190,20
2025-05-25,Product E,Central,4653,312,42
2025-05-27,Product A,North,28931,495,186
2025-05-27,Product A,South,19461,136,51
2025-05-27,Product A,East,18053,132,51
2025-05-27,Product A,West,12666,122,42
2025-05-27,Product A,Central,10067,170,57
2025-05-27,Product B,North,21109,459,133
2025-05-27,Product B,South,21465,345,97
2025-05-27,Product B,East,14796,253,77
2025-05-27,Product B,West,15138,372,109
2025-05-27,Product B,Central,10456,465,110
2025-05-27,Product C,North,16140,480,107
2025-05-27,Product C,South,12647,120,29
2025-05-27,Product C,East,12877,208,38
2025-05-27,Product C,West,6710,361,77
2025-05-27,Product C,Central,8074,319,68
2025-05-27,Product D,North,12191,461,71
2025-05-27,Product D,South,9630,437,64
2025-05-27,Product D,East,6740,311,48
2025-05-27,Product D,West,8520,473,97
2025-05-27,Product D,Central,4630,228,37
2025-05-27,Product E,North,7948,396,45
2025-05-27,Product E,South,8642,491,63
2025-05-27,Product E,East,6877,367,52
2025-05-27,Product E,West,3578,193,25
2025-05-27,Product E,Central,6113,319,33
2025-06-03,Product A,North,32119,142,58
2025-06-03,Product A,South,25083,313,119
2025-06-03,Product A,East,21456,424,127
2025-06-03,Product A,West,20279,345,115
2025-06-03,Product A,Central,12455,426,150
2025-06-03,Product B,North,13898,196,64
2025-06-03,Product B,South,21689,409,115
2025-06-03,Product B,East,9029,258,74
2025-06-03,Product B,West,12393,324,82
2025-06-03,Product B,Central,14691,363,83
2025-06-03,Product C,North,10454,168,32
2025-06-03,Product C,South,15855,113,22
2025-06-03,Product C,East,10004,205,46
2025-06-03,Product C,West,10305,328,78
2025-06-03,Product C,Central,8802,215,38
2025-06-03,Product D,North,10471,137,20
2025-06-03,Product D,South,5577,163,29
2025-06-03,Product D,East,7314,424,74
2025-06-03,Product D,West,7973,268,43
2025-06-03,Product D,Central,4261,441,92
2025-06-03,Product E,North,4465,102,12
2025-06-03,Product E,South,3910,136,13
2025-06-03,Product E,East,6113,398,47
2025-06-03,Product E,West,5628,476,67
2025-06-03,Product E,Central,5980,314,39
2025-06-04,Product A,North,23136,460,184
2025-06-04,Product A,South,15610,276,107
2025-06-04,Product A,East,17763,202,79
2025-06-04,Product A,West,14786,359,116
2025-06-04,Product A,Central,14603,357,123
2025-06-04,Product B,North,20261,204,47
2025-06-04,Product B,South,10375,450,120
2025-06-04,Product B,East,8492,401,131
2025-06-04,Product B,West,17730,329,85
2025-06-04,Product B,Central,6906,388,104
2025-06-04,Product C,North,16347,443,99
2025-06-04,Product C,South,9468,390,87
2025-06-04,Product C,East,14599,269,67
2025-06-04,Product C,West,5509,494,123
2025-06-04,Product C,Central,8328,376,76
2025-06-04,Product D,North,13955,381,64
2025-06-04,Product D,South,7267,239,45
2025-06-04,Product D,East,9018,280,40
2025-06-04,Product D,West,4829,499,93
2025-06-04,Product D,Central,5517,409,78
2025-06-04,Product E,North,7485,475,57
2025-06-04,Product E,South,6587,103,12
2025-06-04,Product E,East,7371,497,55
2025-06-04,Product E,West,5277,238,26
2025-06-04,Product E,Central,3829,280,37
2025-06-06,Product A,North,31185,351,128
2025-06-06,Product A,South,26505,295,109
2025-06-06,Product A,East,16651,391,119
2025-06-06,Product A,West,21215,316,114
2025-06-06,Product A,Central,8096,344,134
2025-06-06,Product B,North,25478,270,63
2025-06-06,Product B,South,18422,130,42
2025-06-06,Product B,East,13418,181,56
2025-06-06,Product B,West,9568,398,107
2025-06-06,Product B,Central,11013,272,61
2025-06-06,Product C,North,8846,438,109
2025-06-06,Product C,South,11738,322,84
2025-06-06,Product C,East,13024,265,49
2025-06-06,Product C,West,10599,426,76
2025-06-06,Product C,Central,7804,367,80
2025-06-06,Product D,North,14657,292,45
2025-06-06,Product D,South,8016,487,94
2025-06-06,Product D,East,11647,111,16
2025-06-06,Product D,West,6157,284,56
2025-06-06,Product D,Central,8656,428,64
2025-06-06,Product E,North,9961,246,32
2025-06-06,Product E,South,8138,133,19
2025-06-06,Product E,East,3823,482,65
2025-06-06,Product E,West,3167,300,40
2025-06-06,Product E,Central,3324,490,61
2025-06-09,Product A,North,26924,142,46
2025-06-09,Product A,South,24973,330,135
2025-06-09,Product A,East,22998,358,148
2025-06-09,Product A,West,13104,400,121
2025-06-09,Product A,Central,10414,238,97
2025-06-09,Product B,North,21034,369,117
2025-06-09,Product B,South,20388,148,34
2025-06-09,Product B,East,8654,115,30
2025-06-09,Product B,West,15986,379,122
2025-06-09,Product B,Central,12973,406,107
2025-06-09,Product C,North,14705,134,35
2025-06-09,Product C,South,13907,282,59
2025-06-09,Product C,East,12987,136,25
2025-06-09,Product C,West,13446,419,99
2025-06-09,Product C,Central,9892,362,92
2025-06-09,Product D,North,15147,494,73
2025-06-09,Product D,South,11715,169,25
2025-06-09,Product D,East,8833,497,86
2025-06-09,Product D,West,6610,139,29
2025-06-09,Product D,Central,7732,448,86
2025-06-09,Product E,North,5109,324,31
2025-06-09,Product E,South,5824,395,45
2025-06-09,Product E,East,7597,160,22
2025-06-09,Product E,West,4812,217,29
2025-06-09,Product E,Central,5906,361,37
2025-06-12,Product A,North,19615,312,112
2025-06-12,Product A,South,24429,157,53
2025-06-12,Product A,East,14236,244,69
2025-06-12,Product A,West,10101,127,50
2025-06-12,Product A,Central,15633,136,56
2025-06-12,Product B,North,21782,245,76
2025-06-12,Product B,South,12236,348,86
2025-06-12,Product B,East,11358,401,125
2025-06-12,Product B,West,17826,168,46
2025-06-12,Product B,Central,10736,379,98
2025-06-12,Product C,North,12356,288,69
2025-06-12,Product C,South,7774,219,56
2025-06-12,Product C,East,10158,101,20
2025-06-12,Product C,West,12622,481,109
2025-06-12,Product C,Central,10156,302,65
2025-06-12,Product D,North,6708,429,69
2025-06-12,Product D,South,8268,251,43
2025-06-12,Product D,East,9887,186,35
2025-06-12,Product D,West,8533,390,78
2025-06-12,Product D,Central,7380,303,53
2025-06-12,Product E,North,4642,314,37
2025-06-12,Product E,South,7832,208,27
2025-06-12,Product E,East,4206,184,26
2025-06-12,Product E,West,2932,176,20
2025-06-12,Product E,Central,4373,199,24
2025-06-14,Product A,North,17444,269,77
2025-06-14,Product A,South,23082,290,82
2025-06-14,Product A,East,13667,378,108
2025-06-14,Product A,West,10260,449,186
2025-06-14,Product A,Central,8088,393,119
2025-06-14,Product B,North,20599,483,136
2025-06-14,Product B,South,10187,116,34
2025-06-14,Product B,East,13700,315,75
2025-06-14,Product B,West,14307,171,49
2025-06-14,Product B,Central,10707,205,63
2025-06-14,Product C,North,17000,271,62
2025-06-14,Product C,South,16381,479,111
2025-06-14,Product C,East,8187,465,87
2025-06-14,Product C,West,9986,178,42
2025-06-14,Product C,Central,9744,420,91
2025-06-14,Product D,North,9137,125,24
2025-06-14,Product D,South,7884,478,90
2025-06-14,Product D,East,10712,327,50
2025-06-14,Product D,West,8659,180,31
2025-06-14,Product D,Central,4135,244,45
2025-06-14,Product E,North,6126,266,36
2025-06-14,Product E,South,4404,459,50
2025-06-14,Product E,East,7876,433,53
2025-06-14,Product E,West,5864,441,48
2025-06-14,Product E,Central,4334,169,20
2025-06-15,Product A,North,15445,496,165
2025-06-15,Product A,South,21276,489,158
2025-06-15,Product A,East,17127,154,58
2025-06-15,Product A,West,11487,128,45
2025-06-15,Product A,Central,8405,443,131
2025-06-15,Product B,North,21970,265,81
2025-06-15,Product B,South,10021,241,76
2025-06-15,Product B,East,10043,293,68
2025-06-15,Product B,West,9373,343,87
2025-06-15,Product B,Central,12648,296,73
2025-06-15,Product C,North,12116,455,85
2025-06-15,Product C,South,15144,343,69
2025-06-15,Product C,East,11093,308,65
2025-06-15,Product C,West,7560,498,108
2025-06-15,Product C,Central,10095,423,108
2025-06-15,Product D,North,10182,317,59
2025-06-15,Product D,South,11658,405,87
2025-06-15,Product D,East,5052,428,89
2025-06-15,Product D,West,6509,120,22
2025-06-15,Product D,Central,8250,482,88
2025-06-15,Product E,North,5843,130,14
2025-06-15,Product E,South,7909,165,23
2025-06-15,Product E,East,4176,352,36
2025-06-15,Product E,West,5841,475,59
2025-06-15,Product E,Central,5713,137,19
2025-06-18,Product A,North,29070,341,135
2025-06-18,Product A,South,13531,305,107
2025-06-18,Product A,East,11704,330,136
2025-06-18,Product A,West,19233,134,45
2025-06-18,Product A,Central,13554,453,168
2025-06-18,Product B,North,14641,332,83
2025-06-18,Product B,South,10929,275,73
2025-06-18,Product B,East,18990,226,60
2025-06-18,Product B,West,17800,200,50
2025-06-18,Product B,Central,12058,285,67
2025-06-18,Product C,North,17737,219,55
2025-06-18,Product C,South,9474,180,33
2025-06-18,Product C,East,7378,142,35
2025-06-18,Product C,West,6864,192,47
2025-06-18,Product C,Central,10367,311,57
2025-06-18,Product D,North,14054,299,53
2025-06-18,Product D,South,7828,412,66
2025-06-18,Product D,East,10148,345,71
2025-06-18,Product D,West,9279,291,53
2025-06-18,Product D,Central,5879,465,90
2025-06-18,Product E,North,9963,324,45
2025-06-18,Product E,South,5760,174,19
2025-06-18,Product E,East,3578,357,39
2025-06-18,Product E,West,6589,327,33
2025-06-18,Product E,Central,6399,307,38
2025-06-19,Product A,North,14298,496,164
2025-06-19,Product A,South,17510,181,61
2025-06-19,Product A,East,11619,358,146
2025-06-19,Product A,West,12592,145,57
2025-06-19,Product A,Central,10941,176,65
2025-06-19,Product B,North,19108,289,77
2025-06-19,Product B,South,11851,157,37
2025-06-19,Product B,East,9631,279,83
2025-06-19,Product B,West,7568,207,52
2025-06-19,Product B,Central,8404,268,81
2025-06-19,Product C,North,13452,263,56
2025-06-19,Product C,South,7470,475,97
2025-06-19,Product C,East,7364,173,32
2025-06-19,Product C,West,8518,381,69
2025-06-19,Product C,Central,10988,286,68
2025-06-19,Product D,North,7615,390,58
2025-06-19,Product D,South,12754,184,37
2025-06-19,Product D,East,7495,494,74
2025-06-19,Product D,West,6651,337,49
2025-06-19,Product D,Central,7879,174,30
2025-06-19,Product E,North,6411,468,55
2025-06-19,Product E,South,8668,233,23
2025-06-19,Product E,East,6461,412,40
2025-06-19,Product E,West,7027,217,25
2025-06-19,Product E,Central,4234,395,44
2025-06-26,Product A,North,18567,162,51
2025-06-26,Product A,South,24428,281,89
2025-06-26,Product A,East,20965,199,80
2025-06-26,Product A,West,13607,277,108
2025-06-26,Product A,Central,10935,210,60
2025-06-26,Product B,North,18112,252,82
2025-06-26,Product B,South,19346,386,102
2025-06-26,Product B,East,10194,481,145
2025-06-26,Product B,West,12448,439,137
2025-06-26,Product B,Central,13812,304,72
2025-06-26,Product C,North,12587,339,87
2025-06-26,Product C,South,8674,272,50
2025-06-26,Product C,East,6190,391,91
2025-06-26,Product C,West,8321,370,88
2025-06-26,Product C,Central,9791,470,93
2025-06-26,Product D,North,12489,492,96
2025-06-26,Product D,South,8075,185,31
2025-06-26,Product D,East,11107,393,71
2025-06-26,Product D,West,10099,341,71
2025-06-26,Product D,Central,4667,200,32
2025-06-26,Product E,North,9436,186,18
2025-06-26,Product E,South,7269,306,44
2025-06-26,Product E,East,7614,402,40
2025-06-26,Product E,West,4165,138,13
2025-06-26,Product E,Central,3780,475,51
2025-06-29,Product A,North,28932,277,113
2025-06-29,Product A,South,23131,156,62
2025-06-29,Product A,East,13310,153,44
2025-06-29,Product A,West,16170,380,133
2025-06-29,Product A,Central,18960,178,51
2025-06-29,Product B,North,25368,380,123
2025-06-29,Product B,South,10305,139,33
2025-06-29,Product B,East,8138,417,128
2025-06-29,Product B,West,14656,177,44
2025-06-29,Product B,Central,9328,425,126
2025-06-29,Product C,North,16591,267,48
2025-06-29,Product C,South,8797,169,36
2025-06-29,Product C,East,8631,155,29
2025-06-29,Product C,West,13086,172,31
2025-06-29,Product C,Central,6448,329,63
2025-06-29,Product D,North,9977,465,92
2025-06-29,Product D,South,8116,471,81
2025-06-29,Product D,East,10504,144,27
2025-06-29,Product D,West,5301,239,39
2025-06-29,Product D,Central,9401,466,90
2025-06-29,Product E,North,7039,226,29
2025-06-29,Product E,South,6538,172,24
2025-06-29,Product E,East,6291,207,27
2025-06-29,Product E,West,6787,245,31
2025-06-29,Product E,Central,4441,178,20
2025-07-06,Product A,North,31883,445,167
2025-07-06,Product A,South,14316,235,84
2025-07-06,Product A,East,15578,439,183
2025-07-06,Product A,West,13898,439,183
2025-07-06,Product A,Central,11289,367,134
2025-07-06,Product B,North,15856,441,115
2025-07-06,Product B,South,20959,206,59
2025-07-06,Product B,East,9685,337,80
2025-07-06,Product B,West,13681,169,51
2025-07-06,Product B,Central,7312,338,94
2025-07-06,Product C,North,16543,146,29
2025-07-06,Product C,South,7257,389,101
2025-07-06,Product C,East,13416,295,60
2025-07-06,Product C,West,12879,274,61
2025-07-06,Product C,Central,7345,274,48
2025-07-06,Product D,North,15221,423,65
2025-07-06,Product D,South,8050,365,62
2025-07-06,Product D,East,8657,130,27
2025-07-06,Product D,West,5316,402,84
2025-07-06,Product D,Central,5038,161,24
2025-07-06,Product E,North,5528,333,44
2025-07-06,Product E,South,8349,127,13
2025-07-06,Product E,East,7434,324,33
2025-07-06,Product E,West,6043,312,31
2025-07-06,Product E,Central,4470,325,45
2025-07-07,Product A,North,28869,194,76
2025-07-07,Product A,South,20619,157,56
2025-07-07,Product A,East,22487,215,67
2025-07-07,Product A,West,16045,461,175
2025-07-07,Product A,Central,11161,104,42
2025-07-07,Product B,North,14713,155,51
2025-07-07,Product B,South,14053,232,71
2025-07-07,Product B,East,17740,280,80
2025-07-07,Product B,West,7843,293,94
2025-07-07,Product B,Central,15061,230,66
2025-07-07,Product C,North,17334,328,60
2025-07-07,Product C,South,9828,264,54
2025-07-07,Product C,East,10186,110,21
2025-07-07,Product C,West,7911,352,77
2025-07-07,Product C,Central,8045,132,33
2025-07-07,Product D,North,12619,290,47
2025-07-07,Product D,South,12771,323,60
2025-07-07,Product D,East,9659,375,68
2025-07-07,Product D,West,10381,229,36
2025-07-07,Product D,Central,5379,354,65
2025-07-07,Product E,North,6050,418,59
2025-07-07,Product E,South,5267,286,36
2025-07-07,Product E,East,4277,197,23
2025-07-07,Product E,West,5641,240,25
2025-07-07,Product E,Central,6272,156,21
2025-07-08,Product A,North,29480,349,145
2025-07-08,Product A,South,22094,304,107
2025-07-08,Product A,East,10526,367,112
2025-07-08,Product A,West,14976,166,55
2025-07-08,Product A,Central,10455,354,142
2025-07-08,Product B,North,14361,378,115
2025-07-08,Product B,South,15875,428,142
2025-07-08,Product B,East,17917,449,120
2025-07-08,Product B,West,15232,252,75
2025-07-08,Product B,Central,7523,364,91
2025-07-08,Product C,North,8902,308,74
2025-07-08,Product C,South,10006,343,70
2025-07-08,Product C,East,6442,192,43
2025-07-08,Product C,West,12818,222,43
2025-07-08,Product C,Central,8146,406,97
2025-07-08,Product D,North,8781,319,60
2025-07-08,Product D,South,8602,250,53
2025-07-08,Product D,East,6079,322,48
2025-07-08,Product D,West,6216,202,40
2025-07-08,Product D,Central,5361,229,42
2025-07-08,Product E,North,6574,276,32
2025-07-08,Product E,South,6440,493,52
2025-07-08,Product E,East,3286,124,17
2025-07-08,Product E,West,5725,320,32
2025-07-08,Product E,Central,4257,350,48
2025-07-10,Product A,North,20101,358,117
2025-07-10,Product A,South,12459,237,91
2025-07-10,Product A,East,12442,367,120
2025-07-10,Product A,West,10023,128,44
2025-07-10,Product A,Central,8292,493,146
2025-07-10,Product B,North,11209,320,85
2025-07-10,Product B,South,13400,319,98
2025-07-10,Product B,East,12708,231,57
2025-07-10,Product B,West,11962,302,81
2025-07-10,Product B,Central,8450,201,55
2025-07-10,Product C,North,11862,393,86
2025-07-10,Product C,South,8680,297,71
2025-07-10,Product C,East,7473,243,55
2025-07-10,Product C,West,12005,116,21
2025-07-10,Product C,Central,11684,455,103
2025-07-10,Product D,North,9961,306,56
2025-07-10,Product D,South,6474,367,62
2025-07-10,Product D,East,5790,260,39
2025-07-10,Product D,West,10054,255,48
2025-07-10,Product D,Central,9476,125,21
2025-07-10,Product E,North,4663,285,36
2025-07-10,Product E,South,5712,142,20
2025-07-10,Product E,East,3398,206,29
2025-07-10,Product E,West,6921,110,14
2025-07-10,Product E,Central,5410,335,47
2025-07-13,Product A,North,24112,224,75
2025-07-13,Product A,South,16228,494,145
2025-07-13,Product A,East,19241,320,113
2025-07-13,Product A,West,11314,378,110
2025-07-13,Product A,Central,17222,243,88
2025-07-13,Product B,North,12383,152,39
2025-07-13,Product B,South,12764,259,75
2025-07-13,Product B,East,11984,263,73
2025-07-13,Product B,West,11435,436,144
2025-07-13,Product B,Central,9878,202,65
2025-07-13,Product C,North,8895,313,65
2025-07-13,Product C,South,11358,275,66
2025-07-13,Product C,East,13882,203,37
2025-07-13,Product C,West,5548,336,84
2025-07-13,Product C,Central,5426,450,90
2025-07-13,Product D,North,13291,164,23
2025-07-13,Product D,South,8682,422,86
2025-07-13,Product D,East,9565,369,72
2025-07-13,Product D,West,10002,349,62
2025-07-13,Product D,Central,7521,478,79
2025-07-13,Product E,North,4500,112,14
2025-07-13,Product E,South,5933,396,48
2025-07-13,Product E,East,6353,354,46
2025-07-13,Product E,West,6286,327,35
2025-07-13,Product E,Central,5411,479,56
2025-07-15,Product A,North,31909,445,150
2025-07-15,Product A,South,15193,142,42
2025-07-15,Product A,East,16387,123,50
2025-07-15,Product A,West,17490,154,60
2025-07-15,Product A,Central,18459,285,107
2025-07-15,Product B,North,24469,356,96
2025-07-15,Product B,South,13658,405,123
2025-07-15,Product B,East,11165,281,74
2025-07-15,Product B,West,15573,240,70
2025-07-15,Product B,Central,13855,248,67
2025-07-15,Product C,North,19422,383,70
2025-07-15,Product C,South,10547,316,59
2025-07-15,Product C,East,10575,315,68
2025-07-15,Product C,West,12320,181,33
2025-07-15,Product C,Central,6124,300,78
2025-07-15,Product D,North,10648,122,21
2025-07-15,Product D,South,10414,171,28
2025-07-15,Product D,East,5100,170,31
2025-07-15,Product D,West,10258,456,70
2025-07-15,Product D,Central,7404,257,44
2025-07-15,Product E,North,3972,234,29
2025-07-15,Product E,South,5506,446,50
2025-07-15,Product E,East,6201,100,10
2025-07-15,Product E,West,7066,470,65
2025-07-15,Product E,Central,5079,338,41
2025-07-16,Product A,North,24935,414,124
2025-07-16,Product A,South,21957,287,105
2025-07-16,Product A,East,19565,132,38
2025-07-16,Product A,West,9720,477,148
2025-07-16,Product A,Central,13770,220,84
2025-07-16,Product B,North,16516,386,88
2025-07-16,Product B,South,12860,490,164
2025-07-16,Product B,East,17107,113,30
2025-07-16,Product B,West,14045,245,71
2025-07-16,Product B,Central,10946,399,104
2025-07-16,Product C,North,10667,339,71
2025-07-16,Product C,South,10646,307,54
2025-07-16,Product C,East,11979,255,55
2025-07-16,Product C,West,8802,405,75
2025-07-16,Product C,Central,9087,482,101
2025-07-16,Product D,North,14511,218,47
2025-07-16,Product D,South,12754,312,65
2025-07-16,Product D,East,10349,288,54
2025-07-16,Product D,West,10783,127,25
2025-07-16,Product D,Central,8592,253,36
2025-07-16,Product E,North,10311,327,46
2025-07-16,Product E,South,6623,413,57
2025-07-16,Product E,East,6528,370,41
2025-07-16,Product E,West,6993,284,27
2025-07-16,Product E,Central,6272,415,42
2025-07-23,Product A,North,15412,280,99
2025-07-23,Product A,South,18982,254,102
2025-07-23,Product A,East,10813,109,34
2025-07-23,Product A,West,13475,101,36
2025-07-23,Product A,Central,14233,328,100
2025-07-23,Product B,North,18287,389,97
2025-07-23,Product B,South,21176,121,31
2025-07-23,Product B,East,14830,414,118
2025-07-23,Product B,West,13797,267,82
2025-07-23,Product B,Central,13272,261,73
2025-07-23,Product C,North,17865,490,114
2025-07-23,Product C,South,10589,117,21
2025-07-23,Product C,East,12419,411,95
2025-07-23,Product C,West,12448,261,57
2025-07-23,Product C,Central,11693,416,98
2025-07-23,Product D,North,12517,463,91
2025-07-23,Product D,South,12595,363,71
2025-07-23,Product D,East,8002,311,55
2025-07-23,Product D,West,7354,182,28
2025-07-23,Product D,Central,4708,158,31
2025-07-23,Product E,North,8751,464,52
2025-07-23,Product E,South,7889,465,47
2025-07-23,Product E,East,4970,315,30
2025-07-23,Product E,West,3113,273,28
2025-07-23,Product E,Central,4742,468,56
2025-07-26,Product A,North,27166,277,103
2025-07-26,Product A,South,11933,456,145
2025-07-26,Product A,East,14792,446,176
2025-07-26,Product A,West,13860,423,162
2025-07-26,Product A,Central,16801,379,120
2025-07-26,Product B,North,23026,215,56
2025-07-26,Product B,South,12599,364,90
2025-07-26,Product B,East,19937,313,96
2025-07-26,Product B,West,9046,255,80
2025-07-26,Product B,Central,7088,440,130
2025-07-26,Product C,North,16006,355,74
2025-07-26,Product C,South,13990,201,46
2025-07-26,Product C,East,11556,248,47
2025-07-26,Product C,West,12887,180,43
2025-07-26,Product C,Central,10502,224,40
2025-07-26,Product D,North,14508,255,46
2025-07-26,Product D,South,12970,299,47
2025-07-26,Product D,East,9200,240,39
2025-07-26,Product D,West,8595,223,48
2025-07-26,Product D,Central,4692,359,74
2025-07-26,Product E,North,4758,488,62
2025-07-26,Product E,South,6180,108,11
2025-07-26,Product E,East,7805,161,21
2025-07-26,Product E,West,6084,450,50
2025-07-26,Product E,Central,6399,204,24
2025-08-02,Product A,North,13364,250,90
2025-08-02,Product A,South,20223,392,113
2025-08-02,Product A,East,17189,498,196
2025-08-02,Product A,West,15300,246,73
2025-08-02,Product A,Central,17166,137,41
2025-08-02,Product B,North,15311,500,131
2025-08-02,Product B,South,20861,167,48
2025-08-02,Product B,East,12215,174,47
2025-08-02,Product B,West,15409,293,68
2025-08-02,Product B,Central,9972,462,109
2025-08-02,Product C,North,12308,333,73
2025-08-02,Product C,South,7410,145,36
2025-08-02,Product C,East,13045,398,88
2025-08-02,Product C,West,9626,200,51
2025-08-02,Product C,Central,5675,311,77
2025-08-02,Product D,North,11846,309,56
2025-08-02,Product D,South,8534,108,18
2025-08-02,Product D,East,6579,324,56
2025-08-02,Product D,West,10617,274,54
2025-08-02,Product D,Central,6396,335,71
2025-08-02,Product E,North,7295,303,38
2025-08-02,Product E,South,3918,207,27
2025-08-02,Product E,East,7253,435,42
2025-08-02,Product E,West,2746,345,36
2025-08-02,Product E,Central,3852,262,32
2025-08-09,Product A,North,20976,333,107
2025-08-09,Product A,South,21589,486,198
2025-08-09,Product A,East,11067,441,141
2025-08-09,Product A,West,10998,285,102
2025-08-09,Product A,Central,15004,306,117
2025-08-09,Product B,North,16560,374,92
2025-08-09,Product B,South,10264,217,63
2025-08-09,Product B,East,12250,333,78
2025-08-09,Product B,West,15668,218,54
2025-08-09,Product B,Central,6885,413,134
2025-08-09,Product C,North,9714,216,50
2025-08-09,Product C,South,7289,278,57
2025-08-09,Product C,East,11615,138,32
2025-08-09,Product C,West,12863,324,61
2025-08-09,Product C,Central,9436,406,98
2025-08-09,Product D,North,13722,281,41
2025-08-09,Product D,South,10930,101,19
2025-08-09,Product D,East,7253,489,85
2025-08-09,Product D,West,6746,206,36
2025-08-09,Product D,Central,8715,328,60
2025-08-09,Product E,North,9596,357,48
2025-08-09,Product E,South,4684,375,41
2025-08-09,Product E,East,6961,138,18
2025-08-09,Product E,West,5501,490,61
2025-08-09,Product E,Central,2866,338,38
2025-08-11,Product A,North,17756,172,60
2025-08-11,Product A,South,20584,367,139
2025-08-11,Product A,East,17921,489,143
2025-08-11,Product A,West,11314,351,142
2025-08-11,Product A,Central,18973,387,161
2025-08-11,Product B,North,22800,128,29
2025-08-11,Product B,South,14206,145,44
2025-08-11,Product B,East,18960,230,66
2025-08-11,Product B,West,10494,281,92
2025-08-11,Product B,Central,8220,403,90
2025-08-11,Product C,North,16890,136,25
2025-08-11,Product C,South,15048,261,60
2025-08-11,Product C,East,12669,126,26
2025-08-11,Product C,West,11455,172,37
2025-08-11,Product C,Central,4972,108,26
2025-08-11,Product D,North,9111,320,62
2025-08-11,Product D,South,7090,180,27
2025-08-11,Product D,East,11813,343,50
2025-08-11,Product D,West,4520,144,26
2025-08-11,Product D,Central,4846,119,17
2025-08-11,Product E,North,3900,190,18
2025-08-11,Product E,South,8321,445,48
2025-08-11,Product E,East,6871,464,57
2025-08-11,Product E,West,3744,205,24
2025-08-11,Product E,Central,5976,193,25
2025-08-13,Product A,North,17313,223,86
2025-08-13,Product A,South,18202,134,49
2025-08-13,Product A,East,12567,359,139
2025-08-13,Product A,West,21053,413,118
2025-08-13,Product A,Central,12744,322,126
2025-08-13,Product B,North,25892,125,31
2025-08-13,Product B,South,17791,297,89
2025-08-13,Product B,East,9053,452,133
2025-08-13,Product B,West,7215,351,98
2025-08-13,Product B,Central,7229,324,76
2025-08-13,Product C,North,14245,409,100
2025-08-13,Product C,South,11242,125,23
2025-08-13,Product C,East,11780,140,35
2025-08-13,Product C,West,9204,136,31
2025-08-13,Product C,Central,8924,421,104
2025-08-13,Product D,North,12326,371,59
2025-08-13,Product D,South,5857,320,64
2025-08-13,Product D,East,7768,111,18
2025-08-13,Product D,West,6345,319,61
2025-08-13,Product D,Central,6110,141,22
2025-08-13,Product E,North,4543,354,38
2025-08-13,Product E,South,3943,244,27
2025-08-13,Product E,East,3524,270,28
2025-08-13,Product E,West,4670,437,53
2025-08-13,Product E,Central,5415,275,28
2025-08-20,Product A,North,20956,422,171
2025-08-20,Product A,South,23995,132,43
2025-08-20,Product A,East,19814,360,107
2025-08-20,Product A,West,14978,435,128
2025-08-20,Product A,Central,15683,291,100
2025-08-20,Product B,North,25632,393,129
2025-08-20,Product B,South,12383,116,30
2025-08-20,Product B,East,18202,241,63
2025-08-20,Product B,West,10005,130,40
2025-08-20,Product B,Central,15478,160,35
2025-08-20,Product C,North,10639,236,45
2025-08-20,Product C,South,7450,353,74
2025-08-20,Product C,East,10322,244,52
2025-08-20,Product C,West,13130,220,38
2025-08-20,Product C,Central,11620,288,51
2025-08-20,Product D,North,10790,112,19
2025-08-20,Product D,South,11086,471,82
2025-08-20,Product D,East,5052,490,71
2025-08-20,Product D,West,8081,283,45
2025-08-20,Product D,Central,6817,264,44
2025-08-20,Product E,North,3958,447,52
2025-08-20,Product E,South,8619,405,55
2025-08-20,Product E,East,4056,242,31
2025-08-20,Product E,West,4746,183,19
2025-08-20,Product E,Central,2598,217,29
2025-08-27,Product A,North,27329,437,152
2025-08-27,Product A,South,14560,209,66
2025-08-27,Product A,East,12593,299,125
2025-08-27,Product A,West,22365,328,136
2025-08-27,Product A,Central,13449,179,70
2025-08-27,Product B,North,15988,463,148
2025-08-27,Product B,South,12552,150,47
2025-08-27,Product B,East,16559,446,119
